policy_number,date_of_premium_payment,amount,start_date,end_date,line_of_business,reinsurance_premium,reinsurance_commission,commission
HRE-POL-50022-MCP_837,2022-01-17,3327.369097,2022-01-17,2022-05-16,Motor,0.0,0.0,0.0
HRE/MVE/P/000008818_838,2022-10-05,18967.791,2022-10-05,2023-02-04,Motor,0.0,0.0,0.0
LOVEMORE__MOYO_839,2022-09-01,18656.364,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
LOVEMORE__MOYO_840,2022-10-01,18967.365,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
DOUGLAS__MAZARURA_841,2022-11-01,19092.294,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
ELTON_TAZVITYA__DHOKWANI_842,2022-09-01,16796.322,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
ELTON_TAZVITYA__DHOKWANI_843,2022-09-01,18401.31,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
ROBERT__NHONGO_844,2022-11-01,19173.603,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
CHIPO__GWENZI_853,2022-11-01,19683.6422,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
SINDISO_NDHLOVU_854,2022-12-01,20838.3519,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-20693-MCP_875,2022-06-07,12986.86039,2022-06-07,2023-06-06,Motor,0.0,0.0,1558.423246
JULIAS__SIBIYA_886,2022-09-01,18905.8584,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
MTR/MTP/P/000009080_887,2022-12-01,33.27,2022-12-01,2023-02-28,Miscellaneous,0.0,0.0,6.65
PETER__KASAMBA_907,2022-11-01,21650.6458,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
ELTON_TAZVITYA_DHOKWANI_917,2022-12-01,23168.6945,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
CHIPO__RUHUKWA_930,2022-10-01,22436.1756,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
ALICE_V__WABATAGORE_953,2022-11-01,24746.9313,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
LOVEMORE_MOYO_1013,2022-12-01,27373.356,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
MAY_HCP_PREMIUMS_1080,2022-05-01,12799.0544,2022-05-01,2022-05-31,Health,0.0,0.0,0.0
INNOCENT__GADAGA_1163,2022-09-01,27638.0505,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HRE-POL-20703-MCP_1198,2022-06-10,18940.5242,2022-06-10,2022-10-09,Motor,0.0,0.0,2272.700568
HRE/MVE/P/000008961_1312,2022-11-01,32746.42,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
ALBERT_CHIGOVA_1313,2022-08-01,23038.705,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
ALBERT_CHIGOVA_1314,2022-08-01,25031.355,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
_HRE-POL-20056-MFL__1317,2022-02-09,6021.325155,2022-02-09,2022-02-28,Motor,0.0,0.0,723.0378516
HRE-POL-20569-DCO_1321,2022-06-06,16855.00253,2022-06-06,2023-06-05,Property,0.0,0.0,3371.000506
FEB_HCP_PREMIUMS_1329,2022-02-01,6324.9639,2022-02-01,2022-02-28,Health,0.0,0.0,0.0
HRE/MVE/P/000007945_1366,2022-11-01,34383.741,2022-11-01,2023-02-28,Motor,0.0,0.0,0.0
BYO/MVE/P/000005371_1413,2022-06-11,30849.3125,2022-06-11,2022-10-10,Motor,0.0,0.0,0.0
HRE-POL-20699-MCP_1468,2022-06-01,21643.41451,2022-06-01,2022-09-30,Motor,0.0,0.0,2706.948712
HRE/MVE/P/000007969_1469,2022-08-01,23998.5,2022-08-01,2022-11-30,Motor,0.0,0.0,3001.5
POL-HEALTH-076_1501,2022-10-01,34564.20674,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-076_1502,2022-11-01,35214.01235,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-076_1503,2022-12-01,36843.87815,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
_HRE-POL-20305-MCP__1547,2022-03-08,7749.097787,2022-03-08,2022-07-07,Motor,0.0,0.0,0.0
HRE-POL-20700-MCP_1548,2022-05-31,23672.61145,2022-05-31,2022-09-29,Motor,0.0,0.0,2958.569132
HRE/MVE/P/000008854_1549,2022-12-21,39209.71182,2022-12-21,2023-04-20,Motor,0.0,0.0,0.0
_HRE-POL-20324-MCP__1551,2022-03-01,7750.42628,2022-03-01,2022-06-30,Motor,0.0,0.0,929.9448742
_HRE-POL-20325-MCP__1552,2022-03-01,7750.42628,2022-03-01,2022-06-30,Motor,0.0,0.0,929.9448742
LOVEMORE_MOYO_1560,2022-08-01,32262.6986,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
_HRE-POL-20012-MCP__1753,2022-01-31,6654.738194,2022-01-31,2022-05-31,Motor,0.0,0.0,831.8422742
HRE-POL-20587-MCP_1754,2022-06-27,20065.4792,2022-06-27,2022-10-26,Motor,0.0,0.0,0.0
HRE-POL-20698-MCP_1755,2022-06-09,24350.36323,2022-06-09,2022-10-08,Motor,0.0,0.0,3043.795403
HRE-POL-50019-MCP_1756,2022-01-21,6654.738194,2022-01-21,2022-05-20,Motor,0.0,0.0,831.8422742
HRE/MVE/P/000008205_1757,2022-09-30,37313.532,2022-09-30,2023-01-29,Motor,0.0,0.0,4664.1915
HAPPINESS_W_CHIKOORE_1765,2022-12-01,40430.4584,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-30142-MCP_1823,2022-03-01,8524.937511,2022-03-01,2023-01-31,Motor,0.0,0.0,0.0
_HRE-POL-20049-MCP__1968,2022-02-24,7980.949266,2022-02-24,2022-06-24,Motor,0.0,0.0,997.1697523
_HRE-POL-20294-MCP__1969,2022-02-08,8857.06068,2022-02-08,2022-06-08,Motor,0.0,0.0,1062.794142
_HRE-POL-20342-MCP__1970,2022-03-01,8857.06068,2022-03-01,2022-06-30,Motor,0.0,0.0,1106.6344
_HRE-POL-20421-MCP__1971,2022-04-01,10018.54357,2022-04-01,2022-07-31,Motor,0.0,0.0,1202.16512
HRE-POL-20682-MCP_2028,2022-05-31,27191.23894,2022-05-31,2022-09-30,Motor,0.0,0.0,3400.934064
HRE-POL-20687-MCP_2029,2022-06-07,27191.23894,2022-06-07,2022-10-06,Motor,0.0,0.0,3400.934064
BYO/MVE/P/000008343_2030,2022-07-27,33542.0157,2022-07-27,2022-11-30,Motor,0.0,0.0,0.0
HRE-POL-30141-MCP_2074,2022-03-01,8967.325573,2022-03-01,2022-06-30,Motor,0.0,0.0,0.0
HRE-POL-40072-MCP_2075,2022-01-05,7486.580468,2022-01-05,2022-05-04,Motor,0.0,0.0,0.0
HRE-POL-50010-MCP_2076,2022-01-05,7486.580468,2022-01-05,2022-05-04,Motor,0.0,0.0,0.0
HRE-POL-20589-MCP_2136,2022-06-01,23409.72573,2022-06-01,2023-05-31,Motor,0.0,0.0,2340.972573
POL-HEALTH-054_2141,2022-06-01,23687.2982,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
HRE-POL-40066-DCO_2160,2022-01-21,7985.685832,2022-01-21,2023-01-20,Property,0.0,0.0,0.0
APRIL_HCP_PREMIUMS_2185,2022-04-01,11791.7668,2022-04-01,2022-04-30,Health,0.0,0.0,0.0
_HRE-POL-20061-MCP__2313,2022-02-08,8978.119018,2022-02-08,2022-06-07,Motor,0.0,0.0,1077.374282
_HRE-POL-20283-MCP__2314,2022-03-11,9963.695081,2022-03-11,2022-07-10,Motor,0.0,0.0,1195.64341
HRE-POL-20686-MCP_2315,2022-06-06,30437.95403,2022-06-06,2022-10-05,Motor,0.0,0.0,3652.554484
HRE-POL-30150-MCP_2316,2022-03-29,9963.695081,2022-03-29,2022-07-28,Motor,0.0,0.0,0.0
HRE-POL-40063-MCP_2317,2022-02-01,8318.422742,2022-02-01,2023-01-31,Motor,0.0,0.0,998.210729
HRE-POL-40071-MCP_2318,2022-01-03,8318.422742,2022-01-03,2022-05-02,Motor,0.0,0.0,0.0
HRE-POL-50047-MCP_2319,2022-01-18,8318.422742,2022-01-18,2022-09-30,Motor,0.0,0.0,0.0
HRE/MVE/P/000008137_2320,2022-10-01,47174.94,2022-10-01,2023-01-31,Motor,0.0,0.0,0.0
HRE/MVE/P/000009183_2321,2022-10-01,75.0,2022-10-01,2023-09-30,Motor,0.0,0.0,0.0
POL-HEALTH-082_2322,2022-10-01,47133.00919,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-082_2323,2022-11-01,48019.10775,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-082_2324,2022-12-01,50241.65202,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
_HRE-POL-20253-MCP__2355,2022-03-16,10233.37909,2022-03-16,2022-07-14,Motor,0.0,0.0,1279.338448
FEB_HCP_PREMIUMS_2388,2022-02-01,9797.4931,2022-02-01,2022-02-28,Health,0.0,0.0,0.0
_HRE-POL-20313-MCP__2549,2022-02-01,10627.94142,2022-02-01,2022-05-31,Motor,0.0,0.0,1328.492677
HRE-POL-20590-MCP_2550,2022-06-01,26753.97227,2022-06-01,2023-05-31,Motor,0.0,0.0,2675.397227
POL-HEALTH-056_2551,2022-07-01,32467.15097,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-056_2552,2022-08-01,39503.30065,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-056_2553,2022-09-01,47685.79387,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-084_2554,2022-10-01,50275.20981,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-098_2555,2022-10-01,50275.20981,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-100_2556,2022-10-01,50275.20981,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-084_2557,2022-11-01,51220.3816,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-098_2558,2022-11-01,51220.3816,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-100_2559,2022-11-01,51220.3816,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-084_2560,2022-12-01,53591.09548,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-098_2561,2022-12-01,53591.09548,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-100_2562,2022-12-01,53591.09548,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-053_2563,2022-06-01,26753.97227,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-053_2564,2022-07-01,32467.15097,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-053_2565,2022-08-01,39503.30065,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-053_2566,2022-09-01,47685.79387,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-031_2567,2022-04-01,12021.6512,2022-04-01,2022-04-30,Health,0.0,0.0,0.0
POL-HEALTH-031_2568,2022-05-01,17203.95432,2022-05-01,2022-05-31,Health,0.0,0.0,0.0
POL-HEALTH-031_2569,2022-06-01,26753.97227,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-031_2570,2022-07-01,32467.15097,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-031_2571,2022-08-01,39503.30065,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-031_2572,2022-09-01,47685.79387,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-025_2574,2022-01-01,8872.984258,2022-01-01,2022-01-31,Health,0.0,0.0,0.0
POL-HEALTH-025_2575,2022-02-01,9576.660286,2022-02-01,2022-02-28,Health,0.0,0.0,0.0
POL-HEALTH-025_2576,2022-03-01,10627.94142,2022-03-01,2022-03-31,Health,0.0,0.0,0.0
POL-HEALTH-025_2577,2022-04-01,12021.6512,2022-04-01,2022-04-30,Health,0.0,0.0,0.0
POL-HEALTH-025_2578,2022-05-01,17203.95432,2022-05-01,2022-05-31,Health,0.0,0.0,0.0
POL-HEALTH-025_2579,2022-06-01,26753.97227,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-025_2580,2022-07-01,32467.15097,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-025_2581,2022-08-01,39503.30065,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-025_2582,2022-09-01,47685.79387,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
HRE-POL-20718-MCP_2588,2022-06-15,32629.48672,2022-06-15,2022-10-14,Motor,0.0,0.0,4078.68584
HRE/MVE/P/000008806_2630,2022-10-18,52203.54975,2022-10-18,2023-02-17,Motor,0.0,0.0,0.0
HRE-POL-30104-MCP_2642,2022-02-01,9935.785046,2022-02-01,2022-05-31,Motor,0.0,0.0,1242.571672
HRE-POL-50066-MCP_2750,2022-01-18,9760.282684,2022-01-18,2022-05-17,Motor,0.0,0.0,976.0282684
_HRE-POL-20335-MCP__2861,2022-03-01,11956.4341,2022-03-01,2022-06-30,Motor,0.0,0.0,1434.772092
_HRE-POL-20336-MCP__2862,2022-03-01,11956.4341,2022-03-01,2022-06-30,Motor,0.0,0.0,1434.772092
HRE/MVE/P/000009055_2864,2022-09-01,55970.298,2022-09-01,2022-12-31,Motor,0.0,0.0,6996.28725
HRE/MVE/P/000008377_2865,2022-10-07,56520.027,2022-10-07,2023-02-06,Motor,0.0,0.0,0.0
HRE/MVE/P/000009144_2866,2022-10-01,90.0,2022-10-01,2023-09-30,Motor,0.0,0.0,0.0
BYO/MVE/P/000003677_2899,2022-09-01,57044.061,2022-09-01,2022-12-31,Motor,0.0,0.0,0.0
HRE-POL-20093-MCP_2938,2022-02-23,11172.37131,2022-02-23,2022-06-24,Motor,0.0,0.0,1340.73244
HRE-POL-20160-MCP_3124,2022-02-08,11970.82536,2022-02-08,2022-05-31,Motor,0.0,0.0,1197.082536
HRE-POL-40062-MCP_3126,2022-02-01,11091.23032,2022-02-01,2023-01-31,Motor,0.0,0.0,1330.947639
BETTY_NYAGANDE_3127,2022-08-01,100.0,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
BETTY__NYAGANDE_3128,2022-09-01,100.0,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
TANATSWA__MUSHINGA_3129,2022-10-01,100.0,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
TANATSWA__MUSHINGA_3130,2022-10-01,100.0,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
HRE/DOM/P/000009030_3170,2022-10-04,64490.4894,2022-10-04,2023-10-03,Property,0.0,0.0,12898.09788
HRE-POL-20572-MCP_3240,2022-06-24,35114.5886,2022-06-24,2022-10-23,Motor,0.0,0.0,3511.45886
HRE/MVE/P/000009005_3241,2022-09-01,65298.681,2022-09-01,2022-12-31,Motor,0.0,0.0,8165.444586
HRE/DOM/P/000009019_3242,2022-10-31,66440.8815,2022-10-31,2023-10-30,Property,0.0,0.0,13288.1763
BYO/MVE/P/000002162_3263,2022-08-11,65079.65493,2022-08-11,2022-12-10,Motor,0.0,0.0,0.0
_HRE-POL-20002-MCP__3295,2022-01-31,11831.01539,2022-01-31,2022-05-31,Motor,0.0,0.0,1419.677481
HRE-POL-50048-MCP_3354,2022-12-28,11987.36909,2022-12-28,2023-04-30,Motor,0.0,0.0,0.0
JUNE_HCP_PREMIUMS_3367,2022-06-01,41548.0352,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
BYO-POL-40026-AAR_3387,2022-12-16,75362.47802,2022-12-16,2023-03-15,Property,0.0,0.0,16954.88283
HRE/MVE/P/000008964_3399,2022-07-01,44979.99702,2022-07-01,2022-10-31,Motor,0.0,0.0,0.0
_HRE-POL-20295-MCP__3422,2022-03-09,15499.52407,2022-03-09,2022-07-08,Motor,0.0,0.0,1936.942324
HRE-POL-50071-MCP_3423,2022-01-14,12940.13842,2022-01-14,2022-09-30,Motor,0.0,0.0,0.0
HRE-POL-30139-MCP_3557,2022-03-28,15941.91213,2022-03-28,2022-07-27,Motor,0.0,0.0,0.0
BYO/MVE/P/000009295_3558,2022-07-01,67417.482,2022-07-01,2022-10-31,Motor,0.0,0.0,5052.18525
_HRE-POL-20048-MCP__3562,2022-02-11,14412.87373,2022-02-11,2022-06-10,Motor,0.0,0.0,1801.609216
HRE-POL-20681-MCP_3563,2022-06-10,48863.06221,2022-06-10,2022-10-09,Motor,0.0,0.0,6107.882776
BYO/MVE/P/000009177_3583,2022-09-01,74317.8095,2022-09-01,2022-12-31,Motor,0.0,0.0,9292.797082
HRE-POL-20583-MCP_3625,2022-06-24,41803.08167,2022-06-24,2023-06-23,Motor,0.0,0.0,0.0
POL-HEALTH-059_3627,2022-08-01,61723.90726,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-061_3628,2022-08-01,61723.90726,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-059_3629,2022-09-01,74509.05292,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-061_3630,2022-09-01,74509.05292,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-048_3631,2022-06-01,41803.08167,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-048_3632,2022-07-01,50729.92339,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-048_3633,2022-08-01,61723.90726,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-086_3634,2022-10-01,78555.01532,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-088_3635,2022-10-01,78555.01532,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-091_3636,2022-10-01,78555.01532,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-097_3637,2022-10-01,78555.01532,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-086_3638,2022-11-01,80031.84625,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-088_3639,2022-11-01,80031.84625,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-091_3640,2022-11-01,80031.84625,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-097_3641,2022-11-01,80031.84625,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-086_3642,2022-12-01,83736.08669,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-088_3643,2022-12-01,83736.08669,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-091_3644,2022-12-01,83736.08669,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-097_3645,2022-12-01,83736.08669,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
HRE-POL-20166-MCP_3698,2022-01-31,15799.09531,2022-01-31,2022-06-30,Motor,0.0,0.0,1975.186184
HRE-POL-20581-MCP_3760,2022-06-01,44588.83903,2022-06-01,2022-09-30,Motor,0.0,0.0,5574.858971
HRE-POL-50018-MCP_3762,2022-01-09,14787.93739,2022-01-09,2022-05-08,Motor,0.0,0.0,1848.908095
HRE/MVE/P/000008945_3763,2022-12-26,89691.23766,2022-12-26,2023-04-25,Motor,0.0,0.0,11213.92734
BYO/MVE/P/000008533_3789,2022-08-11,72721.8536,2022-08-11,2023-03-31,Motor,0.0,0.0,0.0
MARCH_HCP_PREMIUMS_3790,2022-03-01,19084.7758,2022-03-01,2022-03-31,Health,0.0,0.0,0.0
POL-HEALTH-107_3821,2022-11-01,86434.39395,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-107_3822,2022-12-01,90434.97363,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-092_3823,2022-10-01,84839.41655,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-101_3824,2022-10-01,84839.41655,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-092_3825,2022-11-01,86434.39395,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-101_3826,2022-11-01,86434.39395,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-092_3827,2022-12-01,90434.97363,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-101_3828,2022-12-01,90434.97363,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-052_3829,2022-06-01,45147.3282,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-052_3830,2022-07-01,54788.31726,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-052_3831,2022-08-01,66661.81984,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-052_3832,2022-09-01,80469.77715,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-033_3833,2022-04-01,20286.5364,2022-04-01,2022-04-30,Health,0.0,0.0,0.0
POL-HEALTH-033_3834,2022-05-01,29031.67292,2022-05-01,2022-05-31,Health,0.0,0.0,0.0
POL-HEALTH-033_3835,2022-06-01,45147.3282,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-033_3836,2022-07-01,54788.31726,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-033_3837,2022-07-31,54788.31726,2022-07-31,2022-07-31,Health,0.0,0.0,0.0
HRE-POL-20159-MCP_3839,2022-02-05,16210.8917,2022-02-05,2022-06-30,Motor,0.0,0.0,1620.849753
_HRE-POL-20249-MCP__3844,2022-03-10,18293.34417,2022-03-10,2022-06-30,Motor,0.0,0.0,2286.335898
POL-HEALTH-054_3892,2022-07-01,57491.20758,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-054_3893,2022-08-01,69950.46962,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-054_3894,2022-09-01,84439.61949,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-103_3909,2022-11-01,92196.68688,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-103_3910,2022-12-01,96463.97187,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
JUNE_HCP_PREMIUMS_3917,2022-06-01,54142.28337,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
_HRE-POL-20281-MCP__3926,2022-03-30,19395.99309,2022-03-30,2022-07-29,Motor,0.0,0.0,2424.499136
HRE-POL-20576-DCO_4043,2022-06-23,50163.698,2022-06-23,2022-09-20,Property,0.0,0.0,10032.7396
HRE-POL-30106-MCP_4044,2022-02-01,17956.23804,2022-02-01,2022-07-31,Motor,0.0,0.0,2244.529754
HRE-POL-30140-MCP_4045,2022-03-09,19927.39016,2022-03-09,2022-07-08,Motor,0.0,0.0,2490.92377
HRE-POL-50048-MCP_4047,2022-01-01,16636.84548,2022-01-01,2022-04-30,Motor,0.0,0.0,0.0
HRE/DOM/P/000007191_4048,2022-10-01,94489.755,2022-10-01,2023-09-30,Property,0.0,0.0,18897.951
HRE-POL-50021-MCP_4049,2022-01-18,16654.59145,2022-01-18,2022-12-31,Motor,0.0,0.0,0.0
_HRE-POL-20345-MCP__4051,2022-03-25,19993.8148,2022-03-25,2023-03-24,Motor,0.0,0.0,2498.894726
JULY_HCP_PREMIUMS_4108,2022-07-01,70650.0,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
BYO-POL-40015-AAR_4115,2022-12-16,105835.7147,2022-12-16,2023-03-15,Property,0.0,0.0,23814.54306
HRE-POL-20119-MCP_4182,2022-02-13,19153.32057,2022-02-13,2022-08-12,Motor,0.0,0.0,2298.398469
HRE-POL-20591-MCP_4183,2022-06-01,53507.94453,2022-06-01,2023-05-31,Motor,0.0,0.0,5350.794453
HRE-POL-50063-MCP_4186,2022-01-26,17745.96852,2022-01-26,2022-05-25,Motor,0.0,0.0,0.0
HRE/MVE/P/000009153_4187,2022-10-01,100789.072,2022-10-01,2023-09-30,Motor,0.0,0.0,12598.634
HRE/MVE/P/000008814_4188,2022-12-01,107037.488,2022-12-01,2023-03-31,Motor,0.0,0.0,0.0
POL-HEALTH-083_4189,2022-10-01,100550.4196,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-083_4190,2022-11-01,102440.7632,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-083_4191,2022-12-01,107182.191,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-024_4193,2022-01-01,17745.96852,2022-01-01,2022-01-31,Health,0.0,0.0,0.0
POL-HEALTH-024_4194,2022-02-01,19153.32057,2022-02-01,2022-02-28,Health,0.0,0.0,0.0
POL-HEALTH-024_4195,2022-03-01,21255.88284,2022-03-01,2022-03-31,Health,0.0,0.0,0.0
POL-HEALTH-024_4196,2022-04-01,24043.3024,2022-04-01,2022-04-30,Health,0.0,0.0,0.0
POL-HEALTH-024_4197,2022-05-01,34407.90865,2022-05-01,2022-05-31,Health,0.0,0.0,0.0
POL-HEALTH-024_4198,2022-06-01,53507.94453,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-024_4199,2022-07-01,64934.30194,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-024_4200,2022-08-01,79006.60129,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-024_4201,2022-09-01,95371.58773,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
MARCH_HCP_PREMIUMS_4206,2022-03-01,22930.2157,2022-03-01,2022-03-31,Health,0.0,0.0,0.0
HRE-POL-20400-DCO_4239,2022-02-01,22141.98745,2022-02-01,2022-05-31,Property,0.0,0.0,4981.84754
_HRE-POL-20312-MCP__4303,2022-03-04,23248.62185,2022-03-04,2023-03-03,Motor,0.0,0.0,2906.741978
HRE-POL-40167-MCP_4304,2022-02-10,20948.94438,2022-02-10,2022-06-09,Motor,0.0,0.0,0.0
HRE-POL-20711-MCP_4309,2022-06-10,71285.68834,2022-06-10,2022-10-09,Motor,0.0,0.0,8912.232941
POL-HEALTH-090_4384,2022-10-01,113119.2221,2022-10-01,2022-10-31,Health,0.0,0.0,0.0
POL-HEALTH-090_4385,2022-11-01,115245.8586,2022-11-01,2022-11-30,Health,0.0,0.0,0.0
POL-HEALTH-090_4386,2022-12-01,120579.9648,2022-12-01,2022-12-31,Health,0.0,0.0,0.0
POL-HEALTH-046_4387,2022-05-01,38708.89723,2022-05-01,2022-05-31,Health,0.0,0.0,0.0
POL-HEALTH-046_4388,2022-06-01,60196.4376,2022-06-01,2022-06-30,Health,0.0,0.0,0.0
POL-HEALTH-046_4389,2022-07-01,73051.08968,2022-07-01,2022-07-31,Health,0.0,0.0,0.0
POL-HEALTH-046_4390,2022-08-01,88882.42645,2022-08-01,2022-08-31,Health,0.0,0.0,0.0
POL-HEALTH-046_4391,2022-09-01,107293.0362,2022-09-01,2022-09-30,Health,0.0,0.0,0.0
POL-HEALTH-017_4396,2022-01-01,19964.21458,2022-01-01,2022-01-31,Health,0.0,0.0,0.0
POL-HEALTH-017_4397,2022-02-01,21547.48564,2022-02-01,2022-02-28,Health,0.0,0.0,0.0
POL-HEALTH-017_4398,2022-03-01,23912.86819,2022-03-01,2022-03-31,Health,0.0,0.0,0.0
POL-HEALTH-017_4399,2022-04-01,27048.7152,2022-04-01,2022-04-30,Health,0.0,0.0,0.0
