policy_number,premiums,premium_frequency,start_date,line_of_business,end_date,commission,reinsurance_premium,reinsurance_commission
HRE-POL-20589-MCP_2136,23409.73,S,1/6/2022,Motor,31/5/2023,2340.972573,0,0
POL-HEALTH-054_2141,23687.3,S,1/6/2022,Health,30/6/2022,0,0,0
HRE-POL-40066-DCO_2160,7985.69,S,21/1/2022,Property,20/1/2023,0,0,0
APRIL_HCP_PREMIUMS_2185,11791.77,S,1/4/2022,Health,30/4/2022,0,0,0
_HRE-POL-20061-MCP__2313,8978.12,S,8/2/2022,Motor,7/6/2022,1077.374282,0,0
_HRE-POL-20283-MCP__2314,9963.7,S,11/3/2022,Motor,10/7/2022,1195.64341,0,0
HRE-POL-20686-MCP_2315,30437.95,S,6/6/2022,Motor,5/10/2022,3652.554484,0,0
HRE-POL-30150-MCP_2316,9963.7,S,29/3/2022,Motor,28/7/2022,0,0,0
HRE-POL-40063-MCP_2317,8318.42,S,1/2/2022,Motor,31/1/2023,998.210729,0,0
HRE-POL-40071-MCP_2318,8318.42,S,3/1/2022,Motor,2/5/2022,0,0,0
HRE-POL-50047-MCP_2319,8318.42,S,18/1/2022,Motor,30/9/2022,0,0,0
HRE/MVE/P/000008137_2320,47174.94,S,1/10/2022,Motor,31/1/2023,0,0,0
HRE/MVE/P/000009183_2321,75,S,1/10/2022,Motor,30/9/2023,0,0,0
POL-HEALTH-082_2322,47133.01,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-082_2323,48019.11,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-082_2324,50241.65,S,1/12/2022,Health,31/12/2022,0,0,0
_HRE-POL-20253-MCP__2355,10233.38,S,16/3/2022,Motor,14/7/2022,1279.338448,0,0
FEB_HCP_PREMIUMS_2388,9797.49,S,1/2/2022,Health,28/2/2022,0,0,0
_HRE-POL-20313-MCP__2549,10627.94,S,1/2/2022,Motor,31/5/2022,1328.492677,0,0
HRE-POL-20590-MCP_2550,26753.97,S,1/6/2022,Motor,31/5/2023,2675.397227,0,0
POL-HEALTH-056_2551,32467.15,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-056_2552,39503.3,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-056_2553,47685.79,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-084_2554,50275.21,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-098_2555,50275.21,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-100_2556,50275.21,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-084_2557,51220.38,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-098_2558,51220.38,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-100_2559,51220.38,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-084_2560,53591.1,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-098_2561,53591.1,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-100_2562,53591.1,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-053_2563,26753.97,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-053_2564,32467.15,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-053_2565,39503.3,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-053_2566,47685.79,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-031_2567,12021.65,S,1/4/2022,Health,30/4/2022,0,0,0
POL-HEALTH-031_2568,17203.95,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-031_2569,26753.97,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-031_2570,32467.15,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-031_2571,39503.3,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-031_2572,47685.79,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-025_2574,8872.98,S,1/1/2022,Health,31/1/2022,0,0,0
POL-HEALTH-025_2575,9576.66,S,1/2/2022,Health,28/2/2022,0,0,0
POL-HEALTH-025_2576,10627.94,S,1/3/2022,Health,31/3/2022,0,0,0
POL-HEALTH-025_2577,12021.65,S,1/4/2022,Health,30/4/2022,0,0,0
POL-HEALTH-025_2578,17203.95,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-025_2579,26753.97,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-025_2580,32467.15,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-025_2581,39503.3,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-025_2582,47685.79,S,1/9/2022,Health,30/9/2022,0,0,0
HRE-POL-20718-MCP_2588,32629.49,S,15/6/2022,Motor,14/10/2022,4078.68584,0,0
HRE/MVE/P/000008806_2630,52203.55,S,18/10/2022,Motor,17/2/2023,0,0,0
HRE-POL-30104-MCP_2642,9935.79,S,1/2/2022,Motor,31/5/2022,1242.571672,0,0
HRE-POL-50066-MCP_2750,9760.28,S,18/1/2022,Motor,17/5/2022,976.0282684,0,0
_HRE-POL-20335-MCP__2861,11956.43,S,1/3/2022,Motor,30/6/2022,1434.772092,0,0
_HRE-POL-20336-MCP__2862,11956.43,S,1/3/2022,Motor,30/6/2022,1434.772092,0,0
HRE/MVE/P/000009055_2864,55970.3,S,1/9/2022,Motor,31/12/2022,6996.28725,0,0
HRE/MVE/P/000008377_2865,56520.03,S,7/10/2022,Motor,6/2/2023,0,0,0
HRE/MVE/P/000009144_2866,90,S,1/10/2022,Motor,30/9/2023,0,0,0
BYO/MVE/P/000003677_2899,57044.061,S,1/9/2022,Motor,31/12/2022,0,0,0
HRE-POL-20093-MCP_2938,11172.37,S,23/2/2022,Motor,24/6/2022,1340.73244,0,0
HRE-POL-20160-MCP_3124,11970.83,S,8/2/2022,Motor,31/5/2022,1197.082536,0,0
HRE-POL-40062-MCP_3126,11091.23,S,1/2/2022,Motor,31/1/2023,1330.947639,0,0
BETTY_NYAGANDE_3127,100,S,1/8/2022,Health,31/8/2022,0,0,0
BETTY__NYAGANDE_3128,100,S,1/9/2022,Health,30/9/2022,0,0,0
TANATSWA__MUSHINGA_3129,100,S,1/10/2022,Health,31/10/2022,0,0,0
TANATSWA__MUSHINGA_3130,100,S,1/10/2022,Health,31/10/2022,0,0,0
HRE/DOM/P/000009030_3170,64490.49,S,4/10/2022,Property,3/10/2023,12898.09788,0,0
HRE-POL-20572-MCP_3240,35114.59,S,24/6/2022,Motor,23/10/2022,3511.45886,0,0
HRE/MVE/P/000009005_3241,65298.68,S,1/9/2022,Motor,31/12/2022,8165.444586,0,0
HRE/DOM/P/000009019_3242,66440.88,S,31/10/2022,Property,30/10/2023,13288.1763,0,0
BYO/MVE/P/000002162_3263,65079.65,S,11/8/2022,Motor,10/12/2022,0,0,0
_HRE-POL-20002-MCP__3295,11831.02,S,31/1/2022,Motor,31/5/2022,1419.677481,0,0
HRE-POL-50048-MCP_3354,11987.37,S,28/12/2022,Motor,30/4/2023,0,0,0
JUNE_HCP_PREMIUMS_3367,41548.04,S,1/6/2022,Health,30/6/2022,0,0,0
BYO-POL-40026-AAR_3387,75362.48,S,16/12/2022,Property,15/3/2023,16954.88283,0,0
HRE/MVE/P/000008964_3399,44980,S,1/7/2022,Motor,31/10/2022,0,0,0
_HRE-POL-20295-MCP__3422,15499.52,S,9/3/2022,Motor,8/7/2022,1936.942324,0,0
HRE-POL-50071-MCP_3423,12940.14,S,14/1/2022,Motor,30/9/2022,0,0,0
HRE-POL-30139-MCP_3557,15941.91,S,28/3/2022,Motor,27/7/2022,0,0,0
BYO/MVE/P/000009295_3558,67417.48,S,1/7/2022,Motor,31/10/2022,5052.18525,0,0
_HRE-POL-20048-MCP__3562,14412.87,S,11/2/2022,Motor,10/6/2022,1801.609216,0,0
HRE-POL-20681-MCP_3563,48863.06,S,10/6/2022,Motor,9/10/2022,6107.882776,0,0
BYO/MVE/P/000009177_3583,74317.81,S,1/9/2022,Motor,31/12/2022,9292.797082,0,0
HRE-POL-20583-MCP_3625,41803.08,S,24/6/2022,Motor,23/6/2023,0,0,0
POL-HEALTH-059_3627,61723.91,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-061_3628,61723.91,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-059_3629,74509.05,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-061_3630,74509.05,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-048_3631,41803.08,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-048_3632,50729.92,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-048_3633,61723.91,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-086_3634,78555.02,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-088_3635,78555.02,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-091_3636,78555.02,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-097_3637,78555.02,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-086_3638,80031.85,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-088_3639,80031.85,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-091_3640,80031.85,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-097_3641,80031.85,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-086_3642,83736.09,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-088_3643,83736.09,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-091_3644,83736.09,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-097_3645,83736.09,S,1/12/2022,Health,31/12/2022,0,0,0
HRE-POL-20166-MCP_3698,15799.1,S,31/1/2022,Motor,30/6/2022,1975.186184,0,0
HRE-POL-20581-MCP_3760,44588.84,S,1/6/2022,Motor,30/9/2022,5574.858971,0,0
HRE-POL-50018-MCP_3762,14787.94,S,9/1/2022,Motor,8/5/2022,1848.908095,0,0
HRE/MVE/P/000008945_3763,89691.24,S,26/12/2022,Motor,25/4/2023,11213.92734,0,0
BYO/MVE/P/000008533_3789,72721.85,S,11/8/2022,Motor,31/3/2023,0,0,0
MARCH_HCP_PREMIUMS_3790,19084.78,S,1/3/2022,Health,31/3/2022,0,0,0
POL-HEALTH-107_3821,86434.39,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-107_3822,90434.97,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-092_3823,84839.42,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-101_3824,84839.42,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-092_3825,86434.39,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-101_3826,86434.39,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-092_3827,90434.97,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-101_3828,90434.97,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-052_3829,45147.33,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-052_3830,54788.32,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-052_3831,66661.82,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-052_3832,80469.78,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-033_3833,20286.54,S,1/4/2022,Health,30/4/2022,0,0,0
POL-HEALTH-033_3834,29031.67,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-033_3835,45147.33,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-033_3836,54788.32,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-033_3837,54788.32,S,31/7/2022,Health,31/7/2022,0,0,0
HRE-POL-20159-MCP_3839,16210.89,S,5/2/2022,Motor,30/6/2022,1620.849753,0,0
_HRE-POL-20249-MCP__3844,18293.34,S,10/3/2022,Motor,30/6/2022,2286.335898,0,0
POL-HEALTH-054_3892,57491.21,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-054_3893,69950.47,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-054_3894,84439.62,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-103_3909,92196.69,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-103_3910,96463.97,S,1/12/2022,Health,31/12/2022,0,0,0
JUNE_HCP_PREMIUMS_3917,54142.28,S,1/6/2022,Health,30/6/2022,0,0,0
_HRE-POL-20281-MCP__3926,19395.99,S,30/3/2022,Motor,29/7/2022,2424.499136,0,0
HRE-POL-20576-DCO_4043,50163.7,S,23/6/2022,Property,20/9/2022,10032.7396,0,0
HRE-POL-30106-MCP_4044,17956.24,S,1/2/2022,Motor,31/7/2022,2244.529754,0,0
HRE-POL-30140-MCP_4045,19927.39,S,9/3/2022,Motor,8/7/2022,2490.92377,0,0
HRE-POL-50048-MCP_4047,16636.85,S,1/1/2022,Motor,30/4/2022,0,0,0
HRE/DOM/P/000007191_4048,94489.76,S,1/10/2022,Property,30/9/2023,18897.951,0,0
HRE-POL-50021-MCP_4049,16654.59,S,18/1/2022,Motor,31/12/2022,0,0,0
_HRE-POL-20345-MCP__4051,19993.81,S,25/3/2022,Motor,24/3/2023,2498.894726,0,0
JULY_HCP_PREMIUMS_4108,70650,S,1/7/2022,Health,31/7/2022,0,0,0
BYO-POL-40015-AAR_4115,105835.71,S,16/12/2022,Property,15/3/2023,23814.54306,0,0
HRE-POL-20119-MCP_4182,19153.32,S,13/2/2022,Motor,12/8/2022,2298.398469,0,0
HRE-POL-20591-MCP_4183,53507.94,S,1/6/2022,Motor,31/5/2023,5350.794453,0,0
HRE-POL-50063-MCP_4186,17745.97,S,26/1/2022,Motor,25/5/2022,0,0,0
HRE/MVE/P/000009153_4187,100789.07,S,1/10/2022,Motor,30/9/2023,12598.634,0,0
HRE/MVE/P/000008814_4188,107037.49,S,1/12/2022,Motor,31/3/2023,0,0,0
POL-HEALTH-083_4189,100550.42,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-083_4190,102440.76,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-083_4191,107182.19,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-024_4193,17745.97,S,1/1/2022,Health,31/1/2022,0,0,0
POL-HEALTH-024_4194,19153.32,S,1/2/2022,Health,28/2/2022,0,0,0
POL-HEALTH-024_4195,21255.88,S,1/3/2022,Health,31/3/2022,0,0,0
POL-HEALTH-024_4196,24043.3,S,1/4/2022,Health,30/4/2022,0,0,0
POL-HEALTH-024_4197,34407.91,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-024_4198,53507.94,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-024_4199,64934.3,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-024_4200,79006.6,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-024_4201,95371.59,S,1/9/2022,Health,30/9/2022,0,0,0
MARCH_HCP_PREMIUMS_4206,22930.22,S,1/3/2022,Health,31/3/2022,0,0,0
HRE-POL-20400-DCO_4239,22141.99,S,1/2/2022,Property,31/5/2022,4981.84754,0,0
_HRE-POL-20312-MCP__4303,23248.62,S,4/3/2022,Motor,3/3/2023,2906.741978,0,0
HRE-POL-40167-MCP_4304,20948.94,S,10/2/2022,Motor,9/6/2022,0,0,0
HRE-POL-20711-MCP_4309,71285.69,S,10/6/2022,Motor,9/10/2022,8912.232941,0,0
POL-HEALTH-090_4384,113119.22,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-090_4385,115245.86,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-090_4386,120579.96,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-046_4387,38708.9,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-046_4388,60196.44,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-046_4389,73051.09,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-046_4390,88882.43,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-046_4391,107293.04,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-017_4396,19964.21,S,1/1/2022,Health,31/1/2022,0,0,0
POL-HEALTH-017_4397,21547.49,S,1/2/2022,Health,28/2/2022,0,0,0
POL-HEALTH-017_4398,23912.87,S,1/3/2022,Health,31/3/2022,0,0,0
POL-HEALTH-017_4399,27048.72,S,1/4/2022,Health,30/4/2022,0,0,0
HRE-POL-20573-MCP_4420,62202.99,S,28/6/2022,Motor,28/10/2022,7775.37319,0,0
HRE-POL-20697-MCP_4446,76297.8,S,19/5/2022,Motor,17/9/2022,9155.736573,0,0
JAN_HCP_PREMIUMS_4454,22068.74,S,1/1/2022,Health,31/1/2022,0,0,0
_HRE-POL-20332-MCP__4460,25507.06,S,12/3/2022,Motor,11/3/2023,3060.847129,0,0
HRE-POL-40081-MCP_4486,21627.9,S,17/1/2022,Motor,16/9/2022,0,0,0
JUNE_HCP_PREMIUMS_4499,73821.96,S,1/6/2022,Health,30/6/2022,0,0,0
_HRE-POL-20060-MCP__4632,23941.65,S,25/2/2022,Motor,24/6/2022,2872.998086,0,0
_HRE-POL-20290-MCP__4634,26569.85,S,1/3/2022,Motor,28/2/2023,3188.382426,0,0
_HRE-POL-20329-MCP__4635,26569.85,S,1/3/2022,Motor,30/6/2022,3188.382426,0,0
HRE-POL-40067-MCP_4638,22182.46,S,1/1/2022,Motor,30/4/2022,0,0,0
HRE-POL-50009-MCP_4639,22182.46,S,11/1/2022,Motor,10/5/2022,2772.807581,0,0
HRE-POL-50020-MCP_4640,22182.46,S,10/1/2022,Motor,9/1/2023,2772.807581,0,0
HRE-POL-20704-MCP_4652,82012.02,S,10/6/2022,Motor,9/9/2022,10251.50292,0,0
POL-HEALTH-105_4667,131252.23,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-105_4668,137327.18,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-093_4669,128830.23,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-095_4670,128830.23,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-093_4671,131252.23,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-095_4672,131252.23,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-093_4673,137327.18,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-095_4674,137327.18,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-047_4675,44085.13,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-047_4676,68557.05,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-047_4677,83197.07,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-047_4678,101227.21,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-047_4679,122194.85,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-034_4680,30805.48,S,1/4/2022,Health,30/4/2022,0,0,0
POL-HEALTH-034_4681,44085.13,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-034_4682,68557.05,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-034_4683,83197.07,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-034_4684,101227.21,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-034_4685,122194.85,S,1/9/2022,Health,30/9/2022,0,0,0
HRE/MVE/P/000007299_4731,113250.78,S,1/7/2022,Motor,31/10/2022,0,0,0
HRE/MVE/P/000009354_4732,128996.22,S,20/9/2022,Motor,19/9/2023,15479.54604,0,0
POL-HEALTH-058_4733,103696.16,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-058_4734,125175.21,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-070_4735,131972.43,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-070_4736,131972.43,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-040_4737,85226.27,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-081_4780,135114.63,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-089_4781,135114.63,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-081_4782,137654.78,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-089_4783,137654.78,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-081_4784,144026.07,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-089_4785,144026.07,S,1/12/2022,Health,31/12/2022,0,0,0
JULY_HCP_PREMIUMS_4795,97200,S,1/7/2022,Health,31/7/2022,0,0,0
HRE-POL-20720-MCP_4808,87933.22,S,16/6/2022,Motor,15/10/2022,10551.82406,0,0
_HRE-POL-20459-MCP__4809,32680.86,S,27/4/2022,Motor,31/8/2022,4085.858702,0,0
BYO/MVE/P/000008938_4812,98100,S,23/7/2022,Motor,30/6/2023,0,0,0
APRIL_HCP_PREMIUMS_4813,34737.91,S,1/4/2022,Health,30/4/2022,0,0,0
_HRE-POL-20007-MCP__4883,24955.27,S,31/1/2022,Motor,30/1/2023,2994.632187,0,0
_HRE-POL-20008-MCP__4884,24955.27,S,31/1/2022,Motor,30/1/2023,2994.632187,0,0
HRE-POL-20149-DCO_4885,26934.36,S,8/2/2022,Property,7/2/2023,5386.871411,0,0
HRE-POL-50073-MCP_4887,24955.27,S,21/1/2022,Motor,20/1/2023,5240.606327,0,0
HRE/MVE/P/000008455_4888,153975.13,S,1/12/2022,Motor,31/3/2023,0,0,0
HRE-POL-30128-MCP_4898,30112.94,S,10/3/2022,Motor,9/7/2022,0,0,0
HRE-POL-40166-MCP_5052,28729.98,S,7/2/2022,Motor,6/2/2023,0,0,0
POL-HEALTH-094_5112,157110.03,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-094_5113,160063.69,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-094_5114,167472.17,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-021_5117,27728.08,S,1/1/2022,Health,31/1/2022,0,0,0
POL-HEALTH-021_5118,29927.06,S,1/2/2022,Health,28/2/2022,0,0,0
POL-HEALTH-021_5119,33212.32,S,1/3/2022,Health,31/3/2022,0,0,0
POL-HEALTH-021_5120,37567.66,S,1/4/2022,Health,30/4/2022,0,0,0
POL-HEALTH-021_5121,53762.36,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-021_5122,83606.16,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-021_5123,101459.85,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-021_5124,123447.81,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-021_5125,149018.11,S,1/9/2022,Health,30/9/2022,0,0,0
HRE/DOM/P/000005644_5175,264,S,23/11/2022,Property,22/11/2023,52.8,0,0
_HRE-POL-20244-MCP__5221,35426.91,S,17/3/2022,Motor,16/7/2022,0,0,0
_HRE-POL-20245-MCP__5222,35426.91,S,17/3/2022,Motor,16/7/2022,0,0,0
_HRE-POL-20307-MCP__5223,35426.91423,S,2/3/2022,Motor,1/7/2022,4251.176568,0,0
_HRE-POL-20310-MCP__5224,35426.91,S,8/3/2022,Motor,6/7/2022,4251.176568,0,0
HRE-POL-20571-MCP_5225,89181.0223,S,24/6/2022,Motor,23/10/2022,31211.8529,0,0
HRE-POL-50054-MCP_5226,29576.98,S,19/1/2022,Motor,18/5/2022,3696.707067,0,0
POL-HEALTH-062_5254,133323.64,S,1/8/2022,Health,31/8/2022,0,0,0
POL-HEALTH-062_5255,160939.55,S,1/9/2022,Health,30/9/2022,0,0,0
POL-HEALTH-096_5256,169678.83,S,1/10/2022,Health,31/10/2022,0,0,0
POL-HEALTH-096_5257,172868.79,S,1/11/2022,Health,30/11/2022,0,0,0
POL-HEALTH-096_5258,180869.9473,S,1/12/2022,Health,31/12/2022,0,0,0
POL-HEALTH-035_5263,40573.07,S,1/4/2022,Health,30/4/2022,0,0,0
POL-HEALTH-035_5264,58063.34584,S,1/5/2022,Health,31/5/2022,0,0,0
POL-HEALTH-035_5265,90294.6564,S,1/6/2022,Health,30/6/2022,0,0,0
POL-HEALTH-035_5266,109576.6345,S,1/7/2022,Health,31/7/2022,0,0,0
POL-HEALTH-014_5271,29946.32,S,1/1/2022,Health,31/1/2022,0,0,0
POL-HEALTH-014_5272,32321.23,S,1/2/2022,Health,28/2/2022,0,0,0
POL-HEALTH-014_5273,40573.07,S,1/4/2022,Health,30/4/2022,0,0,0
JAN_HCP_PREMIUMS_5296,31971.98,S,1/1/2022,Health,31/1/2022,0,0,0
HRE-POL-20696-MCP_5329,113635.03,S,7/6/2022,Motor,6/6/2023,13636.20341,0,0
HRE-POL-20710-MCP_5330,113635.03,S,10/6/2022,Motor,9/6/2023,13636.20341,0,0
HRE-POL-20087-MCP_5382,34915.31,S,28/2/2022,Motor,27/6/2022,4364.562925,0,0
LOVEMORE_SIBANDA_5483,300,S,1/8/2022,Health,31/8/2022,0,0,0
KUDAKWASHE_E_CHUMA_5484,300,S,1/8/2022,Health,31/8/2022,0,0,0
SYNODIA_MOYO_5485,300,S,1/8/2022,Health,31/8/2022,0,0,0
SITHEMBILE__NDLOVU_5486,300,S,1/9/2022,Health,30/9/2022,0,0,0
KUDAKWASHE_E__CHUMA_5487,300,S,1/9/2022,Health,30/9/2022,0,0,0
SIKHUBEKISO__DUBE_5488,300,S,1/10/2022,Health,31/10/2022,0,0,0
SITHEMBILE__NDLOVU_5489,300,S,1/10/2022,Health,31/10/2022,0,0,0
METTAH__NDLOVU_5490,300,S,1/10/2022,Health,31/10/2022,0,0,0
SIKHUBEKISO__DUBE_5491,300,S,1/11/2022,Health,30/11/2022,0,0,0
METTAH__NDLOVU_5492,300,S,1/11/2022,Health,30/11/2022,0,0,0
SYNODIA_MOYO_5493,300,S,1/12/2022,Health,31/12/2022,0,0,0
LOVEMORE_SIBANDA_5494,300,S,1/12/2022,Health,31/12/2022,0,0,0
PATRICK_NKOMO_5495,300,S,1/12/2022,Health,31/12/2022,0,0,0
WINNET_NCUBE_5496,300,S,1/12/2022,Health,31/12/2022,0,0,0
SOMERAI_CHARAMBA_5497,300,S,1/12/2022,Health,31/12/2022,0,0,0
DORRIAN_TSHUMA_5498,300,S,1/12/2022,Health,31/12/2022,0,0,0
FAITH__MARIMBI_5499,300,S,1/12/2022,Health,31/12/2022,0,0,0
PROUD_SINGO_KWINDA_5500,300,S,1/12/2022,Health,31/12/2022,0,0,0
LAWRENCE_NGWENYA_5501,300,S,1/12/2022,Health,31/12/2022,0,0,0
BRIAN_N._MUTEMO_5502,300,S,1/12/2022,Health,31/12/2022,0,0,0
BRENDA_N.__DUBE_5503,300,S,1/12/2022,Health,31/12/2022,0,0,0
LIBERTY_MAHLANGU_5504,300,S,1/12/2022,Health,31/12/2022,0,0,0
MERIET_DUBE_5505,300,S,1/12/2022,Health,31/12/2022,0,0,0
BONGANI_MOYO_5506,300,S,1/12/2022,Health,31/12/2022,0,0,0
JABULANI_MWIINDE_5507,300,S,1/12/2022,Health,31/12/2022,0,0,0
OSCAR_MULEYA_5508,300,S,1/12/2022,Health,31/12/2022,0,0,0
LIVION_NYATHI_5509,300,S,1/12/2022,Health,31/12/2022,0,0,0
